"Neighborhoods","Periods","CrimeType_Category","total_crime_sum"
"Oostelijk Havengebied - Indische Buurt","Aug2021","Violence",30
"Oostelijk Havengebied - Indische Buurt","Dec2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Dec2021","Inappropriateness",5
"Oostelijk Havengebied - Indische Buurt","Dec2021","Other",24
"Oostelijk Havengebied - Indische Buurt","Dec2021","Robbery/Theft",74
"Oostelijk Havengebied - Indische Buurt","Dec2021","Smuggling",4
"Oostelijk Havengebied - Indische Buurt","Dec2021","Total",146
"Oostelijk Havengebied - Indische Buurt","Dec2021","Violence",36
"Oostelijk Havengebied - Indische Buurt","Feb2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Feb2021","Inappropriateness",4
"Oostelijk Havengebied - Indische Buurt","Feb2021","Other",30
"Oostelijk Havengebied - Indische Buurt","Feb2021","Robbery/Theft",42
"Oostelijk Havengebied - Indische Buurt","Feb2021","Smuggling",2
"Oostelijk Havengebied - Indische Buurt","Feb2021","Total",124
"Oostelijk Havengebied - Indische Buurt","Feb2021","Violence",40
"Oostelijk Havengebied - Indische Buurt","Jan2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Jan2021","Inappropriateness",7
"Oostelijk Havengebied - Indische Buurt","Jan2021","Other",30
"Oostelijk Havengebied - Indische Buurt","Jan2021","Robbery/Theft",65
"Oostelijk Havengebied - Indische Buurt","Jan2021","Smuggling",4
"Oostelijk Havengebied - Indische Buurt","Jan2021","Total",159
"Oostelijk Havengebied - Indische Buurt","Jan2021","Violence",47
"Oostelijk Havengebied - Indische Buurt","July2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","July2021","Inappropriateness",10
"Oostelijk Havengebied - Indische Buurt","July2021","Other",22
"Oostelijk Havengebied - Indische Buurt","July2021","Robbery/Theft",77
"Oostelijk Havengebied - Indische Buurt","July2021","Smuggling",0
"Oostelijk Havengebied - Indische Buurt","July2021","Total",157
"Oostelijk Havengebied - Indische Buurt","July2021","Violence",40
"Oostelijk Havengebied - Indische Buurt","June021","Environment",0
"Oostelijk Havengebied - Indische Buurt","June021","Inappropriateness",1
"Oostelijk Havengebied - Indische Buurt","June021","Other",26
"Oostelijk Havengebied - Indische Buurt","June021","Robbery/Theft",73
"Oostelijk Havengebied - Indische Buurt","June021","Smuggling",2
"Oostelijk Havengebied - Indische Buurt","June021","Total",160
"Oostelijk Havengebied - Indische Buurt","June021","Violence",53
"Oostelijk Havengebied - Indische Buurt","May2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","May2021","Inappropriateness",6
"Oostelijk Havengebied - Indische Buurt","May2021","Other",22
"Oostelijk Havengebied - Indische Buurt","May2021","Robbery/Theft",63
"Oostelijk Havengebied - Indische Buurt","May2021","Smuggling",4
"Oostelijk Havengebied - Indische Buurt","May2021","Total",152
"Oostelijk Havengebied - Indische Buurt","May2021","Violence",56
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Inappropriateness",8
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Other",41
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Robbery/Theft",53
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Smuggling",4
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Total",162
"Oostelijk Havengebied - Indische Buurt","Mrt2021","Violence",52
"Oostelijk Havengebied - Indische Buurt","Nov2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Nov2021","Inappropriateness",5
"Oostelijk Havengebied - Indische Buurt","Nov2021","Other",23
"Oostelijk Havengebied - Indische Buurt","Nov2021","Robbery/Theft",70
"Oostelijk Havengebied - Indische Buurt","Nov2021","Smuggling",2
"Oostelijk Havengebied - Indische Buurt","Nov2021","Total",148
"Oostelijk Havengebied - Indische Buurt","Nov2021","Violence",47
"Oostelijk Havengebied - Indische Buurt","Oct2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Oct2021","Inappropriateness",10
"Oostelijk Havengebied - Indische Buurt","Oct2021","Other",30
"Oostelijk Havengebied - Indische Buurt","Oct2021","Robbery/Theft",74
"Oostelijk Havengebied - Indische Buurt","Oct2021","Smuggling",3
"Oostelijk Havengebied - Indische Buurt","Oct2021","Total",158
"Oostelijk Havengebied - Indische Buurt","Oct2021","Violence",37
"Oostelijk Havengebied - Indische Buurt","Sept2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Sept2021","Inappropriateness",11
"Oostelijk Havengebied - Indische Buurt","Sept2021","Other",24
"Oostelijk Havengebied - Indische Buurt","Sept2021","Robbery/Theft",67
"Oostelijk Havengebied - Indische Buurt","Sept2021","Smuggling",2
"Oostelijk Havengebied - Indische Buurt","Sept2021","Total",166
"Oostelijk Havengebied - Indische Buurt","Sept2021","Violence",56
"Osdorp","Apr2021","Environment",0
"Osdorp","Apr2021","Inappropriateness",4
"Osdorp","Apr2021","Other",17
"Osdorp","Apr2021","Robbery/Theft",60
"Osdorp","Apr2021","Smuggling",6
"Osdorp","Apr2021","Total",177
"Osdorp","Apr2021","Violence",85
"Osdorp","Aug2021","Environment",0
"Osdorp","Aug2021","Inappropriateness",9
"Osdorp","Aug2021","Other",40
"Osdorp","Aug2021","Robbery/Theft",91
"Osdorp","Aug2021","Smuggling",6
"Osdorp","Aug2021","Total",242
"Osdorp","Aug2021","Violence",88
"Osdorp","Dec2021","Environment",1
"Osdorp","Dec2021","Inappropriateness",3
"Osdorp","Dec2021","Other",24
"Osdorp","Dec2021","Robbery/Theft",76
"Osdorp","Dec2021","Smuggling",13
"Osdorp","Dec2021","Total",206
"Osdorp","Dec2021","Violence",82
"Osdorp","Feb2021","Environment",0
"Osdorp","Feb2021","Inappropriateness",5
"Osdorp","Feb2021","Other",37
"Osdorp","Feb2021","Robbery/Theft",63
"Osdorp","Feb2021","Smuggling",7
"Osdorp","Feb2021","Total",182
"Osdorp","Feb2021","Violence",59
"Osdorp","Jan2021","Environment",0
"Osdorp","Jan2021","Inappropriateness",6
"Osdorp","Jan2021","Other",40
"Osdorp","Jan2021","Robbery/Theft",79
"Osdorp","Jan2021","Smuggling",7
"Osdorp","Jan2021","Total",228
"Osdorp","Jan2021","Violence",83
"Osdorp","July2021","Environment",0
"Osdorp","July2021","Inappropriateness",10
"Osdorp","July2021","Other",27
"Osdorp","July2021","Robbery/Theft",97
"Osdorp","July2021","Smuggling",7
"Osdorp","July2021","Total",211
"Osdorp","July2021","Violence",63
"Osdorp","June021","Environment",0
"Osdorp","June021","Inappropriateness",12
"Osdorp","June021","Other",33
"Osdorp","June021","Robbery/Theft",71
"Osdorp","June021","Smuggling",2
"Osdorp","June021","Total",193
"Osdorp","June021","Violence",67
"Osdorp","May2021","Environment",0
"Osdorp","May2021","Inappropriateness",6
"Osdorp","May2021","Other",22
"Osdorp","May2021","Robbery/Theft",79
"Osdorp","May2021","Smuggling",2
"Osdorp","May2021","Total",183
"Osdorp","May2021","Violence",71
"Osdorp","Mrt2021","Environment",0
"Osdorp","Mrt2021","Inappropriateness",7
"Osdorp","Mrt2021","Other",48
"Osdorp","Mrt2021","Robbery/Theft",61
"Osdorp","Mrt2021","Smuggling",7
"Osdorp","Mrt2021","Total",192
"Osdorp","Mrt2021","Violence",62
"Osdorp","Nov2021","Environment",0
"Osdorp","Nov2021","Inappropriateness",9
"Osdorp","Nov2021","Other",39
"Osdorp","Nov2021","Robbery/Theft",88
"Osdorp","Nov2021","Smuggling",10
"Osdorp","Nov2021","Total",224
"Osdorp","Nov2021","Violence",74
"Osdorp","Oct2021","Environment",0
"Osdorp","Oct2021","Inappropriateness",5
"Osdorp","Oct2021","Other",31
"Osdorp","Oct2021","Robbery/Theft",101
"Osdorp","Oct2021","Smuggling",7
"Osdorp","Oct2021","Total",208
"Osdorp","Oct2021","Violence",63
"Osdorp","Sept2021","Environment",0
"Osdorp","Sept2021","Inappropriateness",6
"Osdorp","Sept2021","Other",25
"Osdorp","Sept2021","Robbery/Theft",101
"Osdorp","Sept2021","Smuggling",10
"Osdorp","Sept2021","Total",213
"Osdorp","Sept2021","Violence",63
"Oud-Noord","Apr2021","Environment",0
"Oud-Noord","Apr2021","Inappropriateness",4
"Oud-Noord","Apr2021","Other",24
"Oud-Noord","Apr2021","Robbery/Theft",51
"Oud-Noord","Apr2021","Smuggling",5
"Oud-Noord","Apr2021","Total",122
"Oud-Noord","Apr2021","Violence",35
"Oud-Noord","Aug2021","Environment",0
"Oud-Noord","Aug2021","Inappropriateness",9
"Oud-Noord","Aug2021","Other",18
"Oud-Noord","Aug2021","Robbery/Theft",83
"Oud-Noord","Aug2021","Smuggling",5
"Oud-Noord","Aug2021","Total",152
"Oud-Noord","Aug2021","Violence",36
"Oud-Noord","Dec2021","Environment",1
"Oud-Noord","Dec2021","Inappropriateness",2
"Oud-Noord","Dec2021","Other",29
"Oud-Noord","Dec2021","Robbery/Theft",68
"Oud-Noord","Dec2021","Smuggling",3
"Oud-Noord","Dec2021","Total",164
"Oud-Noord","Dec2021","Violence",56
"Oud-Noord","Feb2021","Environment",0
"Oud-Noord","Feb2021","Inappropriateness",1
"Oud-Noord","Feb2021","Other",28
"Oud-Noord","Feb2021","Robbery/Theft",52
"Oud-Noord","Feb2021","Smuggling",2
"Oud-Noord","Feb2021","Total",125
"Oud-Noord","Feb2021","Violence",42
"Oud-Noord","Jan2021","Environment",0
"Oud-Noord","Jan2021","Inappropriateness",5
"Oud-Noord","Jan2021","Other",31
"Oud-Noord","Jan2021","Robbery/Theft",56
"Oud-Noord","Jan2021","Smuggling",9
"Oud-Noord","Jan2021","Total",154
"Oud-Noord","Jan2021","Violence",46
"Oud-Noord","July2021","Environment",0
"Oud-Noord","July2021","Inappropriateness",10
"Oud-Noord","July2021","Other",29
"Oud-Noord","July2021","Robbery/Theft",85
"Oud-Noord","July2021","Smuggling",4
"Oud-Noord","July2021","Total",163
"Oud-Noord","July2021","Violence",33
"Oud-Noord","June021","Environment",0
"Oud-Noord","June021","Inappropriateness",13
"Oud-Noord","June021","Other",26
"Oud-Noord","June021","Robbery/Theft",77
"Oud-Noord","June021","Smuggling",7
"Oud-Noord","June021","Total",190
"Oud-Noord","June021","Violence",61
"Oud-Noord","May2021","Environment",0
"Oud-Noord","May2021","Inappropriateness",6
"Oud-Noord","May2021","Other",23
"Oud-Noord","May2021","Robbery/Theft",65
"Oud-Noord","May2021","Smuggling",3
"Oud-Noord","May2021","Total",158
"Oud-Noord","May2021","Violence",57
"Oud-Noord","Mrt2021","Environment",1
"Oud-Noord","Mrt2021","Inappropriateness",5
"Oud-Noord","Mrt2021","Other",38
"Oud-Noord","Mrt2021","Robbery/Theft",53
"Oud-Noord","Mrt2021","Smuggling",3
"Oud-Noord","Mrt2021","Total",151
"Oud-Noord","Mrt2021","Violence",48
"Oud-Noord","Nov2021","Environment",0
"Oud-Noord","Nov2021","Inappropriateness",8
"Oud-Noord","Nov2021","Other",39
"Oud-Noord","Nov2021","Robbery/Theft",95
"Oud-Noord","Nov2021","Smuggling",4
"Oud-Noord","Nov2021","Total",188
"Oud-Noord","Nov2021","Violence",37
"Oud-Noord","Oct2021","Environment",0
"Oud-Noord","Oct2021","Inappropriateness",9
"Oud-Noord","Oct2021","Other",29
"Oud-Noord","Oct2021","Robbery/Theft",215
"Oud-Noord","Oct2021","Smuggling",13
"Oud-Noord","Oct2021","Total",307
"Oud-Noord","Oct2021","Violence",39
"Oud-Noord","Sept2021","Environment",0
"Oud-Noord","Sept2021","Inappropriateness",5
"Oud-Noord","Sept2021","Other",17
"Oud-Noord","Sept2021","Robbery/Theft",113
"Oud-Noord","Sept2021","Smuggling",3
"Oud-Noord","Sept2021","Total",200
"Oud-Noord","Sept2021","Violence",59
"Oud-Oost","Apr2021","Environment",0
"Oud-Oost","Apr2021","Inappropriateness",7
"Oud-Oost","Apr2021","Other",32
"Oud-Oost","Apr2021","Robbery/Theft",90
"Oud-Oost","Apr2021","Smuggling",3
"Oud-Oost","Apr2021","Total",196
"Oud-Oost","Apr2021","Violence",57
"Oud-Oost","Aug2021","Environment",0
"Oud-Oost","Aug2021","Inappropriateness",13
"Oud-Oost","Aug2021","Other",28
"Oud-Oost","Aug2021","Robbery/Theft",140
"Oud-Oost","Aug2021","Smuggling",6
"Oud-Oost","Aug2021","Total",267
"Oud-Oost","Aug2021","Violence",74
"Oud-Oost","Dec2021","Environment",0
"Oud-Oost","Dec2021","Inappropriateness",8
"Oud-Oost","Dec2021","Other",30
"Oud-Oost","Dec2021","Robbery/Theft",151
"Oud-Oost","Dec2021","Smuggling",8
"Oud-Oost","Dec2021","Total",265
"Oud-Oost","Dec2021","Violence",66
"Oud-Oost","Feb2021","Environment",0
"Oud-Oost","Feb2021","Inappropriateness",6
"Oud-Oost","Feb2021","Other",32
"Oud-Oost","Feb2021","Robbery/Theft",74
"Oud-Oost","Feb2021","Smuggling",2
"Oud-Oost","Feb2021","Total",152
"Oud-Oost","Feb2021","Violence",32
"Oud-Oost","Jan2021","Environment",0
"Oud-Oost","Jan2021","Inappropriateness",8
"Oud-Oost","Jan2021","Other",19
"Oud-Oost","Jan2021","Robbery/Theft",95
"Oud-Oost","Jan2021","Smuggling",4
"Oud-Oost","Jan2021","Total",180
"Oud-Oost","Jan2021","Violence",47
"Oud-Oost","July2021","Environment",0
"Oud-Oost","July2021","Inappropriateness",10
"Oud-Oost","July2021","Other",23
"Oud-Oost","July2021","Robbery/Theft",148
"Oud-Oost","July2021","Smuggling",2
"Oud-Oost","July2021","Total",240
"Oud-Oost","July2021","Violence",54
"Oud-Oost","June021","Environment",0
"Oud-Oost","June021","Inappropriateness",13
"Oud-Oost","June021","Other",27
"Oud-Oost","June021","Robbery/Theft",132
"Oud-Oost","June021","Smuggling",12
"Oud-Oost","June021","Total",256
"Oud-Oost","June021","Violence",65
"Oud-Oost","May2021","Environment",1
"Oud-Oost","May2021","Inappropriateness",5
"Oud-Oost","May2021","Other",24
"Oud-Oost","May2021","Robbery/Theft",138
"Oud-Oost","May2021","Smuggling",1
"Oud-Oost","May2021","Total",238
"Oud-Oost","May2021","Violence",65
"Oud-Oost","Mrt2021","Environment",0
"Oud-Oost","Mrt2021","Inappropriateness",6
"Oud-Oost","Mrt2021","Other",35
"Oud-Oost","Mrt2021","Robbery/Theft",131
"Oud-Oost","Mrt2021","Smuggling",3
"Oud-Oost","Mrt2021","Total",231
"Oud-Oost","Mrt2021","Violence",45
"Oud-Oost","Nov2021","Environment",2
"Oud-Oost","Nov2021","Inappropriateness",8
"Oud-Oost","Nov2021","Other",18
"Oud-Oost","Nov2021","Robbery/Theft",180
"Oud-Oost","Nov2021","Smuggling",12
"Oud-Oost","Nov2021","Total",285
"Oud-Oost","Nov2021","Violence",62
"Oud-Oost","Oct2021","Environment",0
"Oud-Oost","Oct2021","Inappropriateness",10
"Oud-Oost","Oct2021","Other",18
"Oud-Oost","Oct2021","Robbery/Theft",173
"Oud-Oost","Oct2021","Smuggling",6
"Oud-Oost","Oct2021","Total",296
"Oud-Oost","Oct2021","Violence",78
"Oud-Oost","Sept2021","Environment",0
"Oud-Oost","Sept2021","Inappropriateness",9
"Oud-Oost","Sept2021","Other",13
"Oud-Oost","Sept2021","Robbery/Theft",139
"Oud-Oost","Sept2021","Smuggling",6
"Oud-Oost","Sept2021","Total",224
"Oud-Oost","Sept2021","Violence",50
"Slotervaart","Apr2021","Environment",0
"Slotervaart","Apr2021","Inappropriateness",10
"Slotervaart","Apr2021","Other",32
"Slotervaart","Apr2021","Robbery/Theft",99
"Slotervaart","Apr2021","Smuggling",5
"Slotervaart","Apr2021","Total",228
"Slotervaart","Apr2021","Violence",76
"Slotervaart","Aug2021","Environment",1
"Slotervaart","Aug2021","Inappropriateness",9
"Slotervaart","Aug2021","Other",16
"Slotervaart","Aug2021","Robbery/Theft",135
"Slotervaart","Aug2021","Smuggling",4
"Slotervaart","Aug2021","Total",244
"Slotervaart","Aug2021","Violence",71
"Slotervaart","Dec2021","Environment",0
"Slotervaart","Dec2021","Inappropriateness",8
"Slotervaart","Dec2021","Other",30
"Slotervaart","Dec2021","Robbery/Theft",102
"Slotervaart","Dec2021","Smuggling",8
"Slotervaart","Dec2021","Total",219
"Slotervaart","Dec2021","Violence",65
"Slotervaart","Feb2021","Environment",0
"Slotervaart","Feb2021","Inappropriateness",4
"Slotervaart","Feb2021","Other",54
"Slotervaart","Feb2021","Robbery/Theft",62
"Slotervaart","Feb2021","Smuggling",8
"Slotervaart","Feb2021","Total",189
"Slotervaart","Feb2021","Violence",58
"Slotervaart","Jan2021","Environment",1
"Slotervaart","Jan2021","Inappropriateness",10
"Slotervaart","Jan2021","Other",30
"Slotervaart","Jan2021","Robbery/Theft",110
"Slotervaart","Jan2021","Smuggling",15
"Slotervaart","Jan2021","Total",248
"Slotervaart","Jan2021","Violence",72
"Slotervaart","July2021","Environment",0
"Slotervaart","July2021","Inappropriateness",8
"Slotervaart","July2021","Other",39
"Slotervaart","July2021","Robbery/Theft",96
"Slotervaart","July2021","Smuggling",5
"Slotervaart","July2021","Total",203
"Slotervaart","July2021","Violence",48
"Slotervaart","June021","Environment",1
"Slotervaart","June021","Inappropriateness",10
"Slotervaart","June021","Other",32
"Slotervaart","June021","Robbery/Theft",84
"Slotervaart","June021","Smuggling",7
"Slotervaart","June021","Total",207
"Slotervaart","June021","Violence",67
"Slotervaart","May2021","Environment",0
"Slotervaart","May2021","Inappropriateness",7
"Slotervaart","May2021","Other",34
"Slotervaart","May2021","Robbery/Theft",123
"Slotervaart","May2021","Smuggling",7
"Slotervaart","May2021","Total",235
"Slotervaart","May2021","Violence",61
"Slotervaart","Mrt2021","Environment",0
"Slotervaart","Mrt2021","Inappropriateness",13
"Slotervaart","Mrt2021","Other",49
"Slotervaart","Mrt2021","Robbery/Theft",96
"Slotervaart","Mrt2021","Smuggling",9
"Slotervaart","Mrt2021","Total",254
"Slotervaart","Mrt2021","Violence",74
"Slotervaart","Nov2021","Environment",0
"Slotervaart","Nov2021","Inappropriateness",10
"Slotervaart","Nov2021","Other",34
"Slotervaart","Nov2021","Robbery/Theft",126
"Slotervaart","Nov2021","Smuggling",5
"Slotervaart","Nov2021","Total",244
"Slotervaart","Nov2021","Violence",60
"Slotervaart","Oct2021","Environment",0
"Slotervaart","Oct2021","Inappropriateness",18
"Slotervaart","Oct2021","Other",33
"Slotervaart","Oct2021","Robbery/Theft",153
"Slotervaart","Oct2021","Smuggling",3
"Slotervaart","Oct2021","Total",282
"Slotervaart","Oct2021","Violence",70
"Slotervaart","Sept2021","Environment",2
"Slotervaart","Sept2021","Inappropriateness",8
"Slotervaart","Sept2021","Other",34
"Slotervaart","Sept2021","Robbery/Theft",115
"Slotervaart","Sept2021","Smuggling",8
"Slotervaart","Sept2021","Total",234
"Slotervaart","Sept2021","Violence",61
"Watergraafsmeer","Apr2021","Environment",0
"Watergraafsmeer","Apr2021","Inappropriateness",12
"Watergraafsmeer","Apr2021","Other",26
"Watergraafsmeer","Apr2021","Robbery/Theft",98
"Watergraafsmeer","Apr2021","Smuggling",0
"Watergraafsmeer","Apr2021","Total",171
"Watergraafsmeer","Apr2021","Violence",30
"Watergraafsmeer","Aug2021","Environment",0
"Watergraafsmeer","Aug2021","Inappropriateness",6
"Watergraafsmeer","Aug2021","Other",25
"Watergraafsmeer","Aug2021","Robbery/Theft",97
"Watergraafsmeer","Aug2021","Smuggling",3
"Watergraafsmeer","Aug2021","Total",179
"Watergraafsmeer","Aug2021","Violence",43
"Watergraafsmeer","Dec2021","Environment",1
"Watergraafsmeer","Dec2021","Inappropriateness",7
"Watergraafsmeer","Dec2021","Other",12
"Watergraafsmeer","Dec2021","Robbery/Theft",107
"Watergraafsmeer","Dec2021","Smuggling",1
"Watergraafsmeer","Dec2021","Total",176
"Watergraafsmeer","Dec2021","Violence",46
"Watergraafsmeer","Feb2021","Environment",0
"Watergraafsmeer","Feb2021","Inappropriateness",3
"Watergraafsmeer","Feb2021","Other",34
"Watergraafsmeer","Feb2021","Robbery/Theft",61
"Watergraafsmeer","Feb2021","Smuggling",5
"Watergraafsmeer","Feb2021","Total",148
"Watergraafsmeer","Feb2021","Violence",40
"Watergraafsmeer","Jan2021","Environment",0
"Watergraafsmeer","Jan2021","Inappropriateness",6
"Watergraafsmeer","Jan2021","Other",16
"Watergraafsmeer","Jan2021","Robbery/Theft",114
"Watergraafsmeer","Jan2021","Smuggling",1
"Watergraafsmeer","Jan2021","Total",180
"Watergraafsmeer","Jan2021","Violence",40
"Watergraafsmeer","July2021","Environment",0
"Watergraafsmeer","July2021","Inappropriateness",17
"Watergraafsmeer","July2021","Other",28
"Watergraafsmeer","July2021","Robbery/Theft",120
"Watergraafsmeer","July2021","Smuggling",2
"Watergraafsmeer","July2021","Total",216
"Watergraafsmeer","July2021","Violence",45
"Watergraafsmeer","June021","Environment",0
"Watergraafsmeer","June021","Inappropriateness",8
"Watergraafsmeer","June021","Other",17
"Watergraafsmeer","June021","Robbery/Theft",109
"Watergraafsmeer","June021","Smuggling",0
"Watergraafsmeer","June021","Total",191
"Watergraafsmeer","June021","Violence",53
"Watergraafsmeer","May2021","Environment",0
"Watergraafsmeer","May2021","Inappropriateness",6
"Watergraafsmeer","May2021","Other",13
"Watergraafsmeer","May2021","Robbery/Theft",106
"Watergraafsmeer","May2021","Smuggling",0
"Watergraafsmeer","May2021","Total",186
"Watergraafsmeer","May2021","Violence",54
"Watergraafsmeer","Mrt2021","Environment",0
"Watergraafsmeer","Mrt2021","Inappropriateness",6
"Watergraafsmeer","Mrt2021","Other",44
"Watergraafsmeer","Mrt2021","Robbery/Theft",82
"Watergraafsmeer","Mrt2021","Smuggling",1
"Watergraafsmeer","Mrt2021","Total",162
"Watergraafsmeer","Mrt2021","Violence",26
"Watergraafsmeer","Nov2021","Environment",0
"Watergraafsmeer","Nov2021","Inappropriateness",11
"Watergraafsmeer","Nov2021","Other",29
"Watergraafsmeer","Nov2021","Robbery/Theft",115
"Watergraafsmeer","Nov2021","Smuggling",6
"Watergraafsmeer","Nov2021","Total",224
"Watergraafsmeer","Nov2021","Violence",58
"Watergraafsmeer","Oct2021","Environment",0
"Watergraafsmeer","Oct2021","Inappropriateness",15
"Watergraafsmeer","Oct2021","Other",22
"Watergraafsmeer","Oct2021","Robbery/Theft",133
"Watergraafsmeer","Oct2021","Smuggling",3
"Watergraafsmeer","Oct2021","Total",231
"Watergraafsmeer","Oct2021","Violence",52
"Watergraafsmeer","Sept2021","Environment",2
"Watergraafsmeer","Sept2021","Inappropriateness",9
"Watergraafsmeer","Sept2021","Other",16
"Watergraafsmeer","Sept2021","Robbery/Theft",101
"Watergraafsmeer","Sept2021","Smuggling",1
"Watergraafsmeer","Sept2021","Total",181
"Watergraafsmeer","Sept2021","Violence",47
"Westerpark","Apr2021","Environment",0
"Westerpark","Apr2021","Inappropriateness",4
"Westerpark","Apr2021","Other",22
"Westerpark","Apr2021","Robbery/Theft",113
"Westerpark","Apr2021","Smuggling",4
"Westerpark","Apr2021","Total",183
"Westerpark","Apr2021","Violence",38
"Westerpark","Aug2021","Environment",1
"Westerpark","Aug2021","Inappropriateness",16
"Westerpark","Aug2021","Other",18
"Westerpark","Aug2021","Robbery/Theft",95
"Westerpark","Aug2021","Smuggling",4
"Westerpark","Aug2021","Total",188
"Westerpark","Aug2021","Violence",53
"Westerpark","Dec2021","Environment",0
"Westerpark","Dec2021","Inappropriateness",3
"Westerpark","Dec2021","Other",29
"Westerpark","Dec2021","Robbery/Theft",79
"Westerpark","Dec2021","Smuggling",1
"Westerpark","Dec2021","Total",150
"Westerpark","Dec2021","Violence",36
"Westerpark","Feb2021","Environment",0
"Westerpark","Feb2021","Inappropriateness",3
"Westerpark","Feb2021","Other",34
"Westerpark","Feb2021","Robbery/Theft",87
"Westerpark","Feb2021","Smuggling",4
"Westerpark","Feb2021","Total",170
"Westerpark","Feb2021","Violence",40
"Westerpark","Jan2021","Environment",1
"Westerpark","Jan2021","Inappropriateness",6
"Westerpark","Jan2021","Other",30
"Westerpark","Jan2021","Robbery/Theft",88
"Westerpark","Jan2021","Smuggling",2
"Westerpark","Jan2021","Total",197
"Westerpark","Jan2021","Violence",61
"Westerpark","July2021","Environment",0
"Westerpark","July2021","Inappropriateness",7
"Westerpark","July2021","Other",19
"Westerpark","July2021","Robbery/Theft",100
"Westerpark","July2021","Smuggling",4
"Westerpark","July2021","Total",182
"Westerpark","July2021","Violence",45
"Westerpark","June021","Environment",0
"Westerpark","June021","Inappropriateness",5
"Westerpark","June021","Other",22
"Westerpark","June021","Robbery/Theft",111
"Westerpark","June021","Smuggling",2
"Westerpark","June021","Total",174
"Westerpark","June021","Violence",33
"Westerpark","May2021","Environment",0
"Westerpark","May2021","Inappropriateness",6
"Westerpark","May2021","Other",15
"Westerpark","May2021","Robbery/Theft",104
"Westerpark","May2021","Smuggling",2
"Westerpark","May2021","Total",168
"Westerpark","May2021","Violence",38
"Westerpark","Mrt2021","Environment",1
"Westerpark","Mrt2021","Inappropriateness",6
"Westerpark","Mrt2021","Other",44
"Westerpark","Mrt2021","Robbery/Theft",109
"Westerpark","Mrt2021","Smuggling",2
"Westerpark","Mrt2021","Total",207
"Westerpark","Mrt2021","Violence",38
"Westerpark","Nov2021","Environment",2
"Westerpark","Nov2021","Inappropriateness",9
"Westerpark","Nov2021","Other",31
"Westerpark","Nov2021","Robbery/Theft",110
"Westerpark","Nov2021","Smuggling",2
"Westerpark","Nov2021","Total",203
"Westerpark","Nov2021","Violence",41
"Westerpark","Oct2021","Environment",3
"Westerpark","Oct2021","Inappropriateness",9
"Westerpark","Oct2021","Other",23
"Westerpark","Oct2021","Robbery/Theft",98
"Westerpark","Oct2021","Smuggling",12
"Westerpark","Oct2021","Total",197
"Westerpark","Oct2021","Violence",47
"Westerpark","Sept2021","Environment",0
"Westerpark","Sept2021","Inappropriateness",12
"Westerpark","Sept2021","Other",24
"Westerpark","Sept2021","Robbery/Theft",93
"Westerpark","Sept2021","Smuggling",4
"Westerpark","Sept2021","Total",207
"Westerpark","Sept2021","Violence",66
"Zuid","Apr2021","Environment",0
"Zuid","Apr2021","Inappropriateness",8
"Zuid","Apr2021","Other",32
"Zuid","Apr2021","Robbery/Theft",192
"Zuid","Apr2021","Smuggling",5
"Zuid","Apr2021","Total",320
"Zuid","Apr2021","Violence",76
"Zuid","Aug2021","Environment",0
"Zuid","Aug2021","Inappropriateness",11
"Zuid","Aug2021","Other",32
"Zuid","Aug2021","Robbery/Theft",230
"Zuid","Aug2021","Smuggling",6
"Zuid","Aug2021","Total",347
"Zuid","Aug2021","Violence",61
"Zuid","Dec2021","Environment",0
"Zuid","Dec2021","Inappropriateness",11
"Zuid","Dec2021","Other",29
"Zuid","Dec2021","Robbery/Theft",192
"Zuid","Dec2021","Smuggling",6
"Zuid","Dec2021","Total",316
"Zuid","Dec2021","Violence",75
"Zuid","Feb2021","Environment",3
"Zuid","Feb2021","Inappropriateness",4
"Zuid","Feb2021","Other",46
"Zuid","Feb2021","Robbery/Theft",136
"Zuid","Feb2021","Smuggling",6
"Zuid","Feb2021","Total",305
"Zuid","Feb2021","Violence",98
"Zuid","Jan2021","Environment",1
"Zuid","Jan2021","Inappropriateness",5
"Zuid","Jan2021","Other",54
"Zuid","Jan2021","Robbery/Theft",186
"Zuid","Jan2021","Smuggling",10
"Zuid","Jan2021","Total",614
"Zuid","Jan2021","Violence",345
"Zuid","July2021","Environment",0
"Zuid","July2021","Inappropriateness",17
"Zuid","July2021","Other",36
"Zuid","July2021","Robbery/Theft",226
"Zuid","July2021","Smuggling",4
"Zuid","July2021","Total",366
"Zuid","July2021","Violence",80
"Zuid","June021","Environment",0
"Zuid","June021","Inappropriateness",10
"Zuid","June021","Other",46
