"Neighborhoods","Listing_sum","Average_price","Percentage_home_apt","Percentage_hotel_room","Percentage_private_room","Percentage_shared_room","Periods","CrimeType_Category","total_crime_sum"
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Robbery/Theft",95
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Smuggling",5
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Total",172
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Violence",39
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Inappropriateness",7
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Other",30
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Robbery/Theft",61
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Smuggling",3
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Total",142
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Feb2021","Violence",38
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Inappropriateness",10
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Other",26
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Robbery/Theft",73
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Smuggling",7
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Total",179
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Jan2021","Violence",55
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Inappropriateness",5
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Other",20
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Robbery/Theft",117
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Smuggling",2
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Total",196
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"July2021","Violence",47
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Inappropriateness",4
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Other",23
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Robbery/Theft",74
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Smuggling",2
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Total",134
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"June021","Violence",29
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"May2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"May2021","Inappropriateness",4
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"May2021","Other",21
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"May2021","Robbery/Theft",76
